draw_date,winning_numbers,num1,num2,num3,num4,num5,num6
2024-02-17,11 18 33 34 39 56,11,18,33,34,39,56
2024-02-21,10 28 32 33 35 39,10,28,32,33,35,39
2024-02-24,04 07 18 19 32 53,4,7,18,19,32,53
2024-02-28,09 10 11 35 44 59,9,10,11,35,44,59
2024-03-02,01 13 16 37 47 50,1,13,16,37,47,50
2024-03-06,02 10 28 30 39 52,2,10,28,30,39,52
2024-03-09,02 19 23 28 37 48,2,19,23,28,37,48
2024-03-13,04 11 15 18 39 46,4,11,15,18,39,46
2024-03-16,03 08 22 27 40 41,3,8,22,27,40,41
2024-03-20,02 12 46 51 53 55,2,12,46,51,53,55
2024-03-23,06 20 38 48 52 54,6,20,38,48,52,54
2024-03-27,05 07 24 32 45 58,5,7,24,32,45,58
2024-03-30,08 27 28 32 45 51,8,27,28,32,45,51
2024-04-03,07 11 28 29 30 46,7,11,28,29,30,46
2024-04-06,10 25 38 51 52 56,10,25,38,51,52,56
2024-04-10,04 31 43 46 49 51,4,31,43,46,49,51
2024-04-13,01 16 18 33 51 57,1,16,18,33,51,57
2024-04-17,08 25 27 31 34 45,8,25,27,31,34,45
2024-04-20,01 04 14 28 31 58,1,4,14,28,31,58
2024-04-24,11 32 38 41 52 57,11,32,38,41,52,57
2024-04-27,18 22 33 37 54 57,18,22,33,37,54,57
2024-05-01,03 06 12 19 42 47,3,6,12,19,42,47
2024-05-04,35 45 46 50 52 56,35,45,46,50,52,56
2024-05-08,04 05 12 23 39 57,4,5,12,23,39,57
2024-05-11,10 12 14 24 31 39,10,12,14,24,31,39
2024-05-15,10 36 39 40 50 52,10,36,39,40,50,52
2024-05-18,01 14 24 30 38 51,1,14,24,30,38,51
2024-05-22,09 21 25 28 42 56,9,21,25,28,42,56
2024-05-25,22 23 40 45 53 57,22,23,40,45,53,57
2024-05-29,16 19 24 27 30 57,16,19,24,27,30,57
2024-06-01,15 20 36 41 51 52,15,20,36,41,51,52
2024-06-05,17 20 30 50 51 57,17,20,30,50,51,57
2024-06-08,07 13 14 15 18 35,7,13,14,15,18,35
2024-06-12,12 16 26 37 45 46,12,16,26,37,45,46
2024-06-15,08 12 39 51 52 56,8,12,39,51,52,56
2024-06-19,02 08 09 29 39 49,2,8,9,29,39,49
2024-06-22,05 13 34 40 45 57,5,13,34,40,45,57
2024-06-26,25 27 43 45 48 51,25,27,43,45,48,51
2024-06-29,15 23 35 42 54 57,15,23,35,42,54,57
2024-07-03,12 28 31 36 47 48,12,28,31,36,47,48
2024-07-06,14 25 39 41 48 56,14,25,39,41,48,56
2024-07-10,06 08 12 19 20 51,6,8,12,19,20,51
2024-07-13,06 09 19 24 27 41,6,9,19,24,27,41
2024-07-17,03 33 38 45 52 58,3,33,38,45,52,58
2024-07-20,13 14 16 19 22 25,13,14,16,19,22,25
2024-07-24,08 21 25 32 33 49,8,21,25,32,33,49
2024-07-27,02 04 06 13 46 51,2,4,6,13,46,51
2024-07-31,05 12 25 51 54 59,5,12,25,51,54,59
2024-08-03,11 28 30 44 47 59,11,28,30,44,47,59
2024-08-07,02 09 20 22 32 46,2,9,20,22,32,46
2024-08-10,09 29 38 40 48 57,9,29,38,40,48,57
2024-08-14,03 10 14 22 24 46,3,10,14,22,24,46
2024-08-17,11 22 30 37 43 46,11,22,30,37,43,46
2024-08-21,08 15 17 20 22 48,8,15,17,20,22,48
2024-08-24,03 11 20 38 52 57,3,11,20,38,52,57
2024-08-28,03 33 34 46 54 59,3,33,34,46,54,59
2024-08-31,06 15 26 41 55 56,6,15,26,41,55,56
2024-09-04,01 07 31 32 42 52,1,7,31,32,42,52
2024-09-07,03 35 42 51 55 58,3,35,42,51,55,58
2024-09-11,03 18 19 41 53 57,3,18,19,41,53,57
2024-09-14,01 05 07 15 31 41,1,5,7,15,31,41
2024-09-18,08 36 39 52 54 55,8,36,39,52,54,55
2024-09-21,01 08 18 41 48 57,1,8,18,41,48,57
2024-09-25,01 09 36 46 51 56,1,9,36,46,51,56
2024-09-28,15 27 29 41 42 50,15,27,29,41,42,50
2024-10-02,02 38 39 42 48 51,2,38,39,42,48,51
2024-10-05,10 33 34 39 41 46,10,33,34,39,41,46
2024-10-09,09 17 18 29 32 40,9,17,18,29,32,40
2024-10-12,09 10 16 31 35 50,9,10,16,31,35,50
2024-10-16,23 39 41 51 54 56,23,39,41,51,54,56
2024-10-19,09 21 22 47 52 53,9,21,22,47,52,53
2024-10-23,08 12 32 35 42 45,8,12,32,35,42,45
2024-10-26,02 18 24 35 49 50,2,18,24,35,49,50
2024-10-30,12 20 26 38 52 58,12,20,26,38,52,58
2024-11-02,06 34 42 44 45 51,6,34,42,44,45,51
2024-11-06,01 07 27 40 52 59,1,7,27,40,52,59
2024-11-09,03 09 15 29 48 49,3,9,15,29,48,49
2024-11-13,11 15 38 44 46 55,11,15,38,44,46,55
2024-11-16,05 29 36 47 55 57,5,29,36,47,55,57
2024-11-20,03 04 52 53 57 58,3,4,52,53,57,58
2024-11-23,10 14 29 36 41 55,10,14,29,36,41,55
2024-11-27,11 27 34 35 42 51,11,27,34,35,42,51
2024-11-30,07 22 30 32 40 48,7,22,30,32,40,48
2024-12-04,27 35 41 46 47 55,27,35,41,46,47,55
2024-12-07,04 14 30 31 54 58,4,14,30,31,54,58
2024-12-11,11 18 25 38 48 56,11,18,25,38,48,56
2024-12-14,09 11 19 42 49 59,9,11,19,42,49,59
2024-12-18,10 17 24 26 44 53,10,17,24,26,44,53
2024-12-21,02 08 11 33 45 47,2,8,11,33,45,47
2024-12-25,03 20 33 34 54 55,3,20,33,34,54,55
2024-12-28,12 13 19 30 41 48,12,13,19,30,41,48
2025-01-01,05 20 23 34 46 48,5,20,23,34,46,48
2025-01-04,10 13 38 42 49 54,10,13,38,42,49,54
2025-01-08,04 14 22 36 42 57,4,14,22,36,42,57
2025-01-11,04 11 16 19 26 58,4,11,16,19,26,58
2025-01-15,04 06 28 34 40 50,4,6,28,34,40,50
2025-01-18,02 03 13 36 43 50,2,3,13,36,43,50
2025-01-22,04 15 28 31 46 47,4,15,28,31,46,47
2025-01-25,05 21 23 25 31 33,5,21,23,25,31,33
2025-01-29,01 03 04 13 15 18,1,3,4,13,15,18
2025-02-01,19 29 31 42 51 52,19,29,31,42,51,52
2025-02-05,01 07 09 20 43 58,1,7,9,20,43,58
2025-02-08,01 12 41 51 52 55,1,12,41,51,52,55
2025-02-12,30 31 32 39 41 43,30,31,32,39,41,43
2025-02-15,11 13 18 31 48 57,11,13,18,31,48,57
